No.,Word,Valence_Mean,Valence_SD,Arousal_Mean,Arousal_SD,Frequency
599,俊美,6.6,0.49,4.6,1.356,6
600,俗,3.8,0.748,4.6,0.49,19
601,俗氣,3.8,0.4,4.4,0.8,10
602,保衛,5.8,0.4,6.4,0.49,41
603,保證,6.6,0.49,6.2,0.98,202
604,保護,6.8,0.98,6.8,0.4,893
605,信心,7.4,0.8,5.4,0.49,419
606,信奉,6.6,0.8,5.2,1.327,30
607,信義,7,0.632,5.4,0.8,36
608,信實,6.6,0.49,4.8,0.98,7
609,信譽,7,0,5.4,1.625,16
610,冒險,4.8,0.98,7.6,0.49,77
611,冠軍,8,0,7.4,0.49,245
612,勇氣,7.6,0.8,6.8,0.98,223
613,勇敢,7.4,0.8,6.6,0.49,111
614,勉強,3.8,0.748,5,0.894,130
615,叛亂,2.4,0.49,7.8,0.4,45
616,咬牙切齒,2.2,0.748,8.2,0.4,12
617,咯咯笑,6.4,0.49,5.8,1.166,0
618,哀求,2.8,0.4,5.6,1.497,29
619,哀怨,2.8,0.748,6,1.549,14
620,哀淒,2.6,0.8,5.6,2.154,0
621,哀痛,2.4,0.49,6.6,1.356,4
622,哀傷,2.4,0.49,5.4,1.96,24
623,哀愁,2.4,0.49,5.4,2.059,17
624,哀號,2,0,7.4,0.49,7
625,哀慟,1.8,0.4,7.6,0.49,0
626,品行,5.4,0.8,4.6,1.356,5
627,品德,5.2,0.4,4.2,1.72,38
628,哄騙,3.4,0.49,5.6,1.2,5
629,哈,5.8,0.748,5.2,1.327,294
630,哈哈,6.6,1.356,6,0.894,135
631,威脅,3,0.632,7.4,0.49,195
632,威嚴,5.4,1.02,5.4,0.49,19
633,帥,6.6,0.49,5.2,1.327,26
634,帥氣,7,0.632,6,1.265,17
635,幽默,7,0,5.6,1.96,112
636,後悔,3.2,0.748,4.2,2.4,102
637,怒,2.4,1.02,7.2,0.98,68
638,怒不,3.8,0.837,5.8,1.095,0
639,怒火,2.4,0.49,7.6,0.8,10
640,怒斥,2,0.632,8.6,0.49,0
641,怒目,2.6,0.49,8,0.632,0
642,怒色,2.8,0.4,7.4,1.02,0
643,怒吼,2,0.894,8.8,0.4,11
644,怒氣,2.4,0.49,7.8,0.4,22
645,怒視,2.4,0.49,8,0.632,0
646,怒罵,1.8,0.748,8.8,0.4,0
647,思,4.4,0.8,4.8,0.98,75
648,思念,4.4,1.02,4.4,1.625,40
649,思鄉,3.8,0.748,5.8,0.748,15
650,恍惚,3.8,0.4,3.8,1.47,25
651,恨,2.4,0.8,7.2,0.98,108
652,恬,5.4,0.8,3.6,2.154,0
653,恰當,6,0.632,4.2,1.47,77
654,拮据,3.2,0.4,3.8,1.47,17
655,拯救,6.4,0.8,6.6,1.02,47
656,拷打,2.6,0.8,7.6,0.49,0
657,拷問,2.8,0.748,7,0,0
658,拼命,5.2,0.98,7.6,0.49,58
659,挑剔,3.8,0.748,5.4,1.356,39
660,挑戰,6.2,0.748,6.8,0.4,300
661,挑釁,3.2,0.4,6.8,0.4,22
662,挖苦,3.4,0.49,5.8,0.748,0
663,柔,5.2,0.4,3,1.673,23
664,柔軟,5.8,0.4,3.4,1.02,61
665,柔順,5.8,0.4,3.2,1.166,10
666,柔腸寸斷,1.8,0.748,7.8,0.748,0
667,歪曲,3.6,0.49,4,1.414,0
668,毒,2.8,0.748,5.8,0.98,102
669,洩氣,3.6,0.49,3.6,1.625,15
670,活力,6.6,0.49,6.2,0.98,187
671,活潑,6.8,0.4,6.4,0.8,260
672,活躍,6.4,0.8,7.6,0.8,66
673,流行,5.6,0.49,5.2,0.4,501
674,流淚,3.2,0.748,5.4,1.96,0
675,炫耀,3.8,0.4,6,0.894,44
676,為難,3.4,0.49,4.8,1.327,44
677,狠心,2.4,0.49,7.4,0.49,12
678,珍奇,6.8,0.4,5.8,1.47,14
679,珍惜,7,0.632,5,1.673,139
680,珍視,7,0.632,5.2,1.939,9
681,珍貴,7,0.632,5.4,1.356,174
682,珍愛,7.2,0.748,6,1.789,4
683,珍藏,6.6,0.8,5.4,2.245,27
684,盼望,6.2,1.327,5.4,1.855,77
685,看不起,3.2,0.748,6,1.095,30
686,約束,4.6,0.49,4.6,1.356,84
687,美人,6,0.632,5.4,1.855,40
688,美好,6.8,0.4,5.6,1.356,275
689,美妙,7,0.632,6.2,1.6,57
690,美味,6.8,0.748,5.6,1.02,43
691,美夢,6.8,0.748,5.8,2.04,0
692,美滿,7.4,0.49,6.4,1.744,51
693,美德,7.4,1.02,5.2,2.315,47
694,美麗,7.2,0.4,5.8,2.135,656
695,背叛,2,0.632,8,0.894,26
696,胡扯,3,0.632,7.6,0.49,8
697,致命,2,0.632,7.8,0.748,48
698,苛求,3,0.632,6.6,1.02,13
699,若無其事,4,0.632,4.6,1.855,9
700,苦,3.2,0.748,4.6,1.356,310
701,苦惱,3.2,0.4,5,1.673,45
702,英俊,6.6,0.8,4.4,2.059,33
703,英勇,7,0.632,6.6,0.8,34
704,英雄,7.6,0.8,7,1.414,242
705,虐待,2.2,0.4,7.4,0.8,55
706,負心,2.4,0.49,6.2,2.227,0
707,負債,3.2,0.4,6,1.265,21
708,負擔,3.6,0.49,5.2,1.166,245
709,迫害,2.2,0.748,7.4,0.49,50
710,重大,4.8,0.4,7.2,0.748,450
711,重擔,3.8,0.748,7.2,0.4,29
712,陌生,4,0.632,3.8,1.166,123
713,降級,3.6,0.49,5.8,2.04,0
714,面臨,4.8,0.4,5.8,1.47,641
715,風險,3.8,0.748,6.4,1.2,197
716,首要,5.2,0.4,5,1.673,76
717,首創,5.4,0.8,5.6,2.059,37
718,倒楣,3.2,0.748,5.4,1.356,43
719,倒霉,3.2,0.748,5.4,1.356,11
720,倔強,4.2,1.166,6.4,0.8,17
721,值得,6.4,0.8,5.6,1.356,957
722,值錢,6.2,0.748,5.6,1.2,22
723,凌亂,3.4,0.49,6,0.894,31
724,剝奪,3,0.894,6.6,1.02,39
725,哭泣,2.8,0.748,6.6,0.8,38
726,哭喊,2.8,0.748,7.8,0.748,4
727,哭訴,2.8,0.748,6.8,0.4,12
728,哭鬧,2.8,0.748,7.4,0.49,14
729,哽咽,3,0.894,6.4,1.02,11
730,唐突,3.6,0.49,5.4,1.02,0
731,奚落,3.2,0.748,6,1.549,8
732,娛樂,6.4,0.49,6.2,1.6,199
733,害怕,3.2,0.4,5.6,1.497,261
734,害羞,4.2,1.166,4.6,1.356,62
735,容光煥發,7.2,0.4,5,2.098,6
736,容忍,3.6,1.02,5.6,1.02,58
737,差,3.4,0.8,4.6,1.356,519
738,差勁,3.4,0.8,6.8,0.748,13
739,弱,3.8,0.4,4.6,1.625,127
740,弱點,3.8,0.4,4.8,1.6,47
741,徒勞無功,3.4,0.49,4.4,1.356,0
742,恐怖,3,0.632,6.8,0.4,127
743,恐慌,3,0.632,7,0.894,60
744,恐嚇,2.4,0.8,7.4,0.8,125
745,恐懼,2.6,0.8,6.8,0.748,149
746,恩典,6.8,0.4,4.6,1.356,0
747,恩惠,6.4,0.49,5,1.673,10
748,恭維,5,0.632,4.6,1.356,11
749,悔之,4.2,1.47,5.6,1.356,0
750,悔改,4,0.894,6,1.549,12
751,悔恨,2.8,1.166,7.4,0.49,11
752,悔悟,3.2,0.98,7,0.632,0
753,悔意,3,0,5.8,0.748,0
754,悔過,2.8,0.4,6.2,1.166,5
755,挫折,3,0.632,5,1.897,234
756,挫敗,3,0.632,6.8,1.166,23
757,振奮,7.2,0.748,7,0.632,30
758,捐贈,6.4,0.8,5.2,1.72,69
759,效率,6.2,0.98,4.8,1.6,504
760,時髦,6.4,0.49,5.2,1.72,54
761,書呆子,3.6,0.49,4.2,1.166,7
762,栩栩如生,6.8,0.98,5.4,1.96,20
763,氣急敗壞,2.4,0.49,7.8,0.4,12
764,氣憤,2.4,0.49,7,0.632,49
765,氣餒,2.8,0.98,4,1.265,13
766,浪漫,6.6,1.02,6,1.095,207
767,消沉,3.4,0.49,4.2,1.72,4
768,消極,3.2,0.748,4,2.28,106
769,消滅,3.6,1.02,6,1.265,80
770,狹小,3.8,0.4,4,1.673,47
771,狹隘,3.8,0.4,4.2,1.47,32
772,疲乏,3,0.894,3.8,1.939,13
773,疲於奔命,2.4,1.02,6,1.095,20
774,疲倦,3,0.894,4,1.673,54
775,疲弱,3,0.894,3.6,1.356,5
776,疲累,3,0.894,3.6,1.356,18
777,疲勞,3,0.894,3.8,1.166,39
778,疲憊,3,0.894,3.6,1.356,34
779,疼痛,3.4,0.49,6,0.894,75
780,疼愛,7,0.894,6.4,1.2,27
781,益處,6.6,0.49,5.2,1.327,24
782,真心,7,0.894,5.6,2.059,44
783,真相,6.4,1.02,5.4,1.497,119
784,真理,6.4,1.02,5.6,1.744,191
785,真誠,7,0.632,5,1.095,75
786,真實,6,0.894,4.6,1.356,322
787,破滅,3,0.632,7,1.095,17
788,破壞,2.8,0.748,6.8,0.98,517
789,祝賀,7,0.632,6.2,1.166,27
790,祝福,6.6,0.49,5.8,1.47,67
791,神經病,2.8,0.748,6.4,1.02,17
792,神經質,3.2,0.4,5.6,1.497,21
793,神聖,7.2,0.748,5,1.673,66
794,笑,6.8,0.748,5.8,0.98,683
795,笑死,5.4,1.96,7,0.894,10
796,笑容,7.2,0.98,5.2,1.72,135
797,笑話,5.8,0.748,4.8,1.6,124
798,紛爭,3,0.632,6.6,1.02,53
799,缺少,3.6,0.49,4.4,1.2,118
800,缺乏,3.4,0.49,4.6,1.356,768
801,缺失,3.6,0.49,4.4,1.744,94
802,缺陷,3,0.632,4.6,1.855,57
803,缺德,2.8,0.748,6.8,1.166,7
804,缺憾,2.6,0.8,6.2,2.227,29
805,缺點,3.6,0.49,4.6,1.356,249
806,能幹,6.8,0.748,6,1.549,55
807,脅迫,2.6,0.49,7.2,0.4,20
808,脆弱,3.4,0.49,4.6,1.744,59
809,臭,3.8,0.4,4.6,1.625,86
810,臭味,3.8,0.4,5,1.673,9
811,臭氣,3.6,0.49,5.4,1.855,9
812,茫然,3.4,0.8,3.4,1.744,46
813,草率,3.4,0.8,4.8,1.327,32
814,荒唐,2.8,0.748,6.8,0.4,31
815,荒謬,2.6,1.02,7.2,0.748,68
816,虔誠,6.6,0.8,5.4,1.855,54
817,衰,3.6,0.49,4.2,1.166,43
818,衰老,3.4,0.49,4.2,1.47,19
819,衰弱,3.2,0.4,5,2.098,26
820,衰退,3.2,0.4,5,1.789,75
821,衰敗,3,0.632,6.2,2.227,23
822,衰微,3.2,0.4,4.8,1.47,6
823,衷心,6.6,0.49,5.4,1.356,33
824,討喜,6.8,0.4,6,1.095,5
825,迴避,3.6,0.49,5,1.673,47
826,迷人,6.8,0.4,6.2,1.166,96
827,迷失,3.4,0.49,4.6,1.356,40
828,迷惘,3.4,0.49,5,2.098,25
829,迷惑,3.4,0.49,4.6,1.02,47
830,迷亂,3.2,1.166,6.2,0.748,4
831,迷路,4.2,0.98,5.2,1.833,18
832,迷戀,4.4,1.02,6.2,1.72,15
833,逃離,4,0,6.2,0.98,27
834,逆向,4,1.095,4.4,2.059,11
835,高貴,6.6,0.8,4,1.414,48
836,高階,5.8,0.748,3.8,1.939,141
837,高雅,7,0.632,4,1.789,28
838,高傲,3.2,0.98,6,1.549,8
839,高興,7,0.632,6.6,1.02,668
840,假裝,4.2,0.748,4.6,0.49,46
841,偉大,7.2,0.748,6.6,1.356,259
842,偏心,3.2,0.4,5.4,1.356,14
843,偏好,5.2,0.4,4,1.789,51
844,偏見,3.4,0.49,5.6,0.49,41
845,偏執,3.6,0.8,5.6,1.855,10
846,偏愛,5,0.632,4.8,1.327,31
847,偷,2.4,0.8,5,1.673,110
848,偷取,2.4,0.8,6.4,1.02,4
849,偷竊,2.4,0.8,7,1.414,38
850,偽造,2.6,0.8,6,0.894,51
851,動人,6.8,0.4,6.2,0.748,101
852,動聽,7,0.632,6.6,1.2,22
853,啜泣,3,0.632,6.8,0.748,9
854,執拗,3.6,0.49,6,0.632,4
855,堅決,5.4,0.49,6.2,1.327,88
856,堅定,6.2,0.98,6.4,1.497,108
857,堅強,6.8,0.748,6.2,1.327,97
858,娼妓,2.8,0.98,5.8,1.6,5
859,寂寞,3.2,0.4,4.6,2.059,196
860,寂寥,3.2,0.748,2.4,1.2,12
861,崇拜,6.4,0.8,6.8,0.748,206
862,崇高,7.2,0.748,6.4,1.497,46
863,強,6.4,0.49,5.4,1.356,669
864,強力,6.2,0.748,6.4,1.356,80
865,強壯,6.8,0.748,5.4,1.02,52
866,強姦,1.4,0.8,8.4,0.8,15
867,強迫,2.8,0.748,7.4,0.8,109
868,強烈,4.8,0.4,7.8,0.748,452
869,強健,6.6,0.49,6.4,1.2,24
870,強硬,4.8,1.166,7,1.265,50
871,強暴犯,1.4,0.8,8.6,0.8,0
872,得意,5.8,0.98,5.4,1.356,151
873,得意洋洋,4.6,0.8,6.6,1.02,7
874,得罪,3.2,0.4,5.6,1.356,60
875,得體,6.2,0.748,4.6,1.02,12
876,徘徊,4.6,0.49,4.6,0.8,67
877,從容,5.8,0.748,3.4,1.02,46
878,悠閒,6.4,0.49,2.6,1.497,52
879,患病,2.8,0.98,4.8,1.6,11
880,情緒,4.6,0.8,5.4,0.8,526
881,惋惜,3,0.632,4.4,1.625,23
882,掃興,3.2,0.4,4.8,1.833,13
883,排斥,3.2,0.748,6,0.894,107
884,掙扎,3.2,1.166,7.4,0.8,136
885,掛念,4.8,1.47,5.2,1.47,8
886,掛慮,4.8,1.47,6,0,0
887,控制,4.2,0.98,5,2.098,758
888,推崇,6.4,0.8,5.8,0.98,61
889,敏捷,6.2,0.4,5.4,1.356,27
890,敏感,4.6,0.8,5,1.095,201
891,敏銳,6.4,0.49,5.2,1.327,84
892,救,5,1.414,6.4,0.49,224
893,敗壞,2.6,1.02,7.6,0.8,22
894,欲絕,2,1.095,8.2,0.748,0
895,殺,1.6,1.2,7.8,1.166,423
896,殺死,1.4,0.8,8.2,0.748,99
897,淘氣,5.6,1.02,5.6,1.356,25
898,淚流滿面,2,0.894,7.8,0.748,0
899,淚珠,3.6,0.8,4.6,1.356,0
900,淡漠,4,0.632,2.2,1.47,6
901,淨土,5.4,0.49,3.2,1.6,20
902,深思,5.2,0.98,2.6,1.356,74
903,深情,7.2,0.748,5.2,1.6,17
904,深愛,8,0.894,6.4,2.245,0
905,混帳,1.6,0.49,8,0.632,0
906,混亂,3,0.632,6.4,0.8,173
907,淹沒,3.6,1.02,5.6,1.744,54
908,清白,6.2,0.748,3.4,1.497,24
909,清楚,5.6,0.49,3.8,1.47,899
910,爽,7.2,0.748,7.2,0.748,46
911,爽心,7.2,0.748,7,0.894,0
912,爽快,7.4,0.49,6.8,0.748,14
913,爽約,3.2,0.748,5.4,1.855,0
914,爽朗,6.8,0.4,5.2,1.47,19
915,牽掛,4.4,1.356,5,1.265,15
916,猛烈,4.6,0.8,8.4,0.49,33
917,猜疑,3.2,0.4,5.6,0.8,17
918,理智,6.2,0.748,3.6,1.625,31
919,理想,6.8,0.98,5,1.265,450
920,甜言,6.4,0.8,5,1.673,0
921,甜美,6.6,0.8,3.6,1.497,42
922,甜密,7,1.095,5,1.897,0
923,甜甜,6.4,0.8,4.4,1.96,16
924,甜蜜,6.8,0.98,5.4,2.059,44
925,甜頭,5.8,1.166,4.6,1.855,6
926,疏忽,3.4,0.49,5.4,1.02,70
927,疏漏,3.4,0.49,5.4,1.02,7
928,盛怒,1.8,0.748,8.6,0.8,8
929,眼花撩亂,4.4,0.8,5.6,2.417,34
930,眼花繚亂,4.4,0.8,5.6,2.417,0
931,眼淚,3.4,0.8,5.8,0.98,0
932,眾怒,2,0.632,8,0.894,0
933,窒息,2.2,1.166,4.8,2.561,28
934,窒礙,2.6,0.49,6.8,0.748,9
935,笨,3.4,0.49,5.4,1.356,90
936,笨手笨腳,3.2,0.4,6,1.095,0
937,笨拙,3.2,0.4,4.8,1.72,15
938,粗心,3.8,0.4,4.8,1.6,32
939,粗俗,3,0.632,5.6,1.497,13
940,粗野,3,0.894,6.8,0.98,7
941,粗暴,2.2,0.4,8.2,0.4,24
942,粗魯,3.4,0.8,6,2.098,17
943,累,3.6,0.49,4.6,1.497,233
944,細心,5.2,1.166,3.6,1.2,98
945,統治,5.2,0.748,6.2,1.166,299
946,羞怯,3.6,0.49,4.4,1.744,14
947,羞恥,2.6,1.02,7.4,0.8,22
948,羞辱,2,0.632,7.8,0.98,16
949,羞愧,2.8,0.748,7.2,0.748,0
950,羞憤,2.2,0.4,7.8,0.4,0
951,莊嚴,5.8,0.748,3.4,1.356,67
952,處罰,3.4,0.8,6,0.894,69
953,設防,5,0.632,4.8,1.939,8
954,許諾,5.8,0.4,4.8,1.47,0
955,貧困,3.2,0.4,4.4,1.02,56
956,貧苦,2.8,0.4,5.4,1.02,23
957,貧病,2.8,0.4,4.6,1.02,0
958,貧窮,2.8,0.4,4.6,1.02,131
959,貧賤,2.4,0.49,7.4,0.49,0
960,貪,3.2,0.4,5.4,1.625,62
961,貪心,3,0,5.6,1.744,22
962,貪生,3,0,5.4,1.497,0
963,貪汙,1.8,0.748,7.6,1.497,0
964,貪求,3.2,0.4,5.8,1.166,0
965,貪念,3.6,0.49,5,2.098,4
966,貪婪,2.8,0.748,6.6,1.497,33
967,貪圖,3,0.632,5.8,1.939,16
968,貪慾,3.6,0.49,5.6,1.744,0
969,軟弱,3.6,0.49,3.6,1.2,28
970,逗趣,6.4,0.49,5.2,0.748,21
971,逝世,2.4,0.49,4.2,2.315,39
972,造反,2.2,0.748,7.8,0.4,23
973,野蠻,3,0.632,6.8,0.98,18
974,陰沉,3.2,0.4,3.4,1.02,0
975,陰森,3.2,0.4,3.6,0.8,10
976,陰暗,3.6,0.49,3.8,0.98,38
977,陳腐,2.8,0.748,5,1.673,10
978,陶醉,6.4,0.49,4.4,1.625,40
979,麻木,4,0.632,3.2,1.6,27
980,麻煩,3.6,0.49,5,0.894,164
981,凱旋,7.2,0.4,7,0,16
982,創傷,2.8,0.4,6.2,0.748,30
983,勝利,7.8,0.748,7.2,1.166,174
984,勝過,6.2,0.748,5.8,0.748,51
985,博愛,6.8,0.748,4.6,1.855,21
986,博學,6.8,0.4,4.8,1.6,11
987,善心,6.8,0.98,4.2,1.47,22
988,善良,7.4,1.02,4.4,1.356,83
989,善意,6.8,0.4,5,1.673,64
990,喜上眉稍,7.4,0.49,6.8,0.98,0
991,喜出望外,7.8,0.748,7.6,0.49,9
992,喜形於色,7.4,0.49,6.8,0.748,4
993,喜怒哀樂,5,0,5.2,0.4,15
994,喜怒無常,3.4,0.49,5.8,0.748,0
995,喜宴,6.6,0.49,6.2,1.72,14
996,喜悅,7.4,0.49,6.2,1.166,139
997,喜氣,7,0.632,5,1.414,17
998,喜從天降,7.4,0.49,7,1.095,0
999,喜新厭舊,3.4,0.49,5.2,1.327,7
1000,喜極而泣,8.2,0.4,8.4,0.49,0
1001,喜劇,6.8,0.98,5,2.098,48
1002,喜慶,7.4,0.49,6.6,1.2,9
1003,喝采,7.4,0.49,7,1.095,15
1004,喪心,3,0,6.2,1.6,0
1005,喪生,1.8,0.748,6.6,1.356,20
1006,喪志,2.4,0.49,5.4,2.154,0
1007,喪氣,3,0.632,5,1.673,0
1008,喪偶,2.6,1.02,6.2,1.166,9
1009,喪盡,2.8,0.748,7,0.632,0
1010,喪膽,2.8,0.748,7.6,1.02,0
1011,喪禮,2,0.894,4.4,2.154,19
1012,報仇,2.8,1.166,8,0,22
1013,報復,2.2,0.748,7.6,1.02,36
1014,富有,7.2,0.4,4.8,1.6,89
1015,富裕,7.4,0.49,5.4,1.855,132
1016,寒酸,3.6,0.49,4.2,1.6,0
1017,尊重,6.8,0.748,5.2,1.327,546
1018,尊貴,6.8,0.748,5.2,0.98,28
1019,尊敬,7,1.095,5.4,1.497,115
1020,尊榮,7.6,0.8,5.2,1.939,5
1021,尊嚴,6.2,0.98,5.2,1.6,165
1022,尋歡作樂,4.2,0.748,6.4,1.2,0
1023,就緒,5.2,0.4,3.6,1.625,18
1024,復仇,2.2,0.4,7.6,0.49,22
1025,悲哀,2.6,0.49,4.6,2.154,81
1026,悲苦,2.4,0.49,5,1.673,15
1027,悲悽,2.2,0.748,4.8,1.939,0
1028,悲情,3,0.632,5,1.265,34
1029,悲喜,4.4,0.8,5.4,1.356,0
1030,悲痛,2.6,0.8,6.8,0.98,29
1031,悲傷,2.8,0.748,6,1.095,52
1032,悲愁,2.8,0.4,4.6,1.855,0
1033,悲慘,2.2,0.4,7,1.095,48
1034,悲慟,1.8,0.748,8.4,0.49,5
1035,悲劇,2.2,0.748,6.4,0.8,121
1036,悲憤,2.4,0.49,7.8,0.4,20
1037,悲憫,2.8,0.4,5,2.28,8
1038,悲歡,4.8,0.4,5.4,1.744,0
1039,悲觀,3.2,0.4,4.4,1.625,81
1040,悶,3.8,0.4,4,1.265,53
1041,悶悶不樂,3.6,0.49,4,0.894,9
1042,惡人,2.8,0.748,6.2,0.98,21
1043,惡化,2.8,0.4,6.2,0.748,147
1044,惡劣,2.6,0.8,6.8,1.166,81
1045,惡言,2.6,0.49,6.6,0.49,6
1046,惡性,2.8,0.4,6.4,0.8,94
1047,惡毒,2,0.632,7.4,0.49,6
1048,惡狠狠,2.4,0.49,7.8,0.4,8
1049,惡耗,2,0.894,7.4,0.49,0
1050,惡臭,2.8,0.748,6.6,1.2,21
1051,惡鬥,2.6,0.49,7.6,0.8,0
1052,惡意,2.8,0.4,6.8,0.748,19
1053,惡運,2.8,0.4,6,0.894,0
1054,惡夢,3,0.632,6.8,0.748,40
1055,惱,3.2,0.748,6.6,0.8,4
1056,惶,3.4,0.49,6.4,1.02,0
1057,愉,5.8,1.47,5.2,1.327,0
1058,提防,4.6,1.2,6,1.095,20
1059,散漫,3.4,0.49,4,1.673,7
1060,景仰,6.8,0.4,5.8,0.748,11
1061,智慧,7.4,0.49,4,1.673,745
1062,最好,6.8,0.4,6.2,0.748,466
1063,最佳,7.2,0.4,6.4,1.02,465
1064,期盼,6.2,0.748,6,1.265,80
1065,棒,6.8,0.748,5.8,1.47,86
1066,棘手,3.4,0.49,6.2,0.748,41
1067,欺,3.2,0.98,6.2,0.748,17
1068,欽佩,7.2,0.4,5.8,0.98,27
1069,殘忍,2,0.632,7.8,0.748,39
1070,殘酷,1.8,0.748,8.2,0.4,61
1071,殘暴,1.6,0.49,8.8,0.4,20
1072,渴求,5,0,6.8,0.98,21
1073,渴望,5.6,1.2,5.8,1.166,57
1074,無用,3.6,0.49,4.4,1.625,52
1075,無助,3.4,0.49,4.8,1.6,44
1076,無味,4.4,0.8,3.2,1.6,17
1077,無奈,3.6,0.8,4.2,0.748,213
1078,無知,3.6,0.8,4.4,1.356,77
1079,無畏,6.6,0.8,6.4,1.02,8
1080,無害,5.6,0.8,4.2,1.47,17
1081,無效,4.2,0.4,4.4,1.2,45
1082,無益,3.8,0.4,3.8,1.47,19
1083,無能,3,0.632,6,0.894,59
1084,無常,3.6,0.49,4.2,1.166,54
1085,無望,2.8,0.4,4.8,1.327,18
1086,無聊,3.8,0.4,3.4,1.356,143
1087,無辜,4.4,1.356,4,1.789,49
1088,無意義,4.2,0.748,4,1.265,14
1089,無精打采,3.6,0.49,3.4,1.356,11
1090,無憂無慮,7,0,3.6,1.625,17
1091,無關緊要,4.6,0.49,3.4,1.356,6
1092,無懼,5.8,1.47,5.8,1.166,5
1093,焦急,3,0.632,7,0.632,33
1094,焦慮,3.2,0.748,6.4,0.8,128
1095,猶疑,4,0.894,5.2,0.748,13
1096,猶豫,4.2,0.748,4.8,1.47,78
1097,痛,3,0.632,6.2,0.98,281
1098,痛不欲生,1.8,0.748,8.4,0.49,7
1099,痛苦,2.4,0.49,6.8,0.748,369
1100,痛哭流涕,1.8,0.748,8,0.632,5
1101,發抖,3.4,0.49,6.2,0.98,41
1102,發牢騷,3.6,0.49,6,1.414,11
1103,發狂,2.6,0.49,7.8,0.748,16
1104,發怒,2.4,0.49,8,0.894,11
1105,發臭,3.2,0.748,5.8,1.166,7
1106,發愁,3,0.632,6.2,1.327,7
1107,盜,3,0.894,5.8,1.47,10
1108,結巴,4,0,4.6,1.356,0
1109,絕妙,6.8,0.4,6.8,0.4,4
1110,絕望,2.2,0.98,6,2,68
1111,脾氣,4.8,0.4,4.4,1.96,77
1112,舒服,6.6,0.49,3.6,1.02,208
1113,舒適,6.8,0.4,3.6,1.2,142
1114,華麗,6.8,0.748,5.6,1.96,78
1115,著迷,5.6,1.497,7,0.632,31
1116,虛心,6.2,1.327,2.6,1.356,23
1117,虛弱,3,0,3.4,1.855,29
1118,虛榮,3,0.632,6.2,1.327,21
1119,虛榮心,3,0.632,6,1.095,9
1120,訴苦,3.2,0.98,6.6,0.8,25
1121,詐騙,2.6,0.8,7,1.095,15
1122,費力,3.4,0.49,6.2,0.98,37
1123,跛,3.2,0.98,5,1.673,5
1124,跛腳,3.2,0.98,5.2,1.939,4
1125,鈍,3.8,0.98,2.6,1.2,10
1126,開心,7.2,0.748,6.6,1.02,152
1127,開明,7,0.894,5,1.673,34
1128,開朗,7.2,1.166,5.4,1.356,62
1129,閒散,4.6,1.02,2.2,0.748,6
1130,陽光,7.2,1.47,5,1.897,317
1131,隆重,6.6,1.02,7,0.894,30
1132,雅緻,6.8,0.748,4.4,1.2,14
1133,順利,7,0.894,5,1.673,509
1134,亂,3.6,0.49,5.8,0.98,308
1135,傲慢,2.8,0.748,6,1.414,16
1136,傳情,6.4,0.49,5.4,1.855,0
1137,債務,3,0.632,5.2,0.748,47
1138,傷,3.4,0.8,5.2,1.327,104
1139,傷人,3.2,0.748,6.8,1.166,22
1140,傷亡,2.2,0.4,7.4,1.02,31
1141,傷天害理,1.4,0.49,8,1.095,0
1142,傷心,3,0.632,6.2,1.166,134
1143,傷害,2.8,0.4,6.6,1.02,265
1144,傷神,3.4,0.49,5.6,2.059,0
1145,傷痕,3.6,0.49,5,1.414,38
1146,傷悲,3,0.632,6,0.894,7
1147,傷殘,2.8,0.748,5.8,0.98,32
1148,傷痛,3,0.632,6.6,1.02,31
1149,傷勢,3.4,0.49,4.6,1.625,12
1150,傷感,3.4,0.49,5.2,1.327,34
1151,傻,3.6,0.49,4,1.265,43
1152,傻子,3.6,0.49,4.2,0.98,11
1153,傻笑,4,0.894,5.4,0.49,9
1154,勢利,3.2,0.748,5.4,1.855,7
1155,嗚咽,2.6,0.8,5.6,1.855,8
1156,嫉,3,0.632,6.2,1.166,5
1157,嫌,3,0.632,5.8,1.166,146
1158,徬徨,4,0.632,4.4,1.356,30
1159,微笑,6.4,0.49,4.6,1.356,75
1160,微醺,5.8,0.748,5.2,1.6,4
1161,想念,4.8,0.4,5.4,1.96,45
1162,惹惱,3,0.894,7.2,0.4,0
1163,愁,3.4,0.49,4.8,1.939,39
1164,愚笨,3.2,0.748,4,1.673,12
1165,愛心,7,0,4.6,1.356,194
1166,愛情,7,0,5.8,1.6,241
1167,愛慕,6.8,0.98,6.2,1.6,14
1168,愛護,7,0.632,5.4,1.356,72
1169,感恩,7.2,0.4,4.8,0.4,55
1170,感情,5.4,0.8,5.2,0.748,648
1171,感傷,3.8,0.4,5.4,1.744,42
1172,感激,6.8,0.748,7.2,0.748,129
1173,愧,3.4,0.49,6.2,0.748,0
1174,慈祥,7,0,4.2,1.47,17
1175,慈善,7,0,4.6,1.855,62
1176,慈悲,5.6,1.2,5,2.53,72
1177,慌,3.2,0.748,6.8,0.4,26
1178,損人,3,0.894,6.2,0.748,0
1179,損害,2.8,0.748,6.4,0.8,47
1180,損傷,2.8,0.748,6.8,0.4,30
1181,損壞,2.6,0.49,7.2,0.748,53
1182,搏鬥,3.2,0.748,7.2,0.748,33
1183,敬畏,6.8,0.98,6.4,1.02,14
1184,敬重,7,0.632,6,0.894,29
