,Word,V_normalization,A_normalization
3732,酷炫,0.72,0.54
3733,頗多,0.65,0.3
3734,賣力,0.66,0.71
3735,銳減,0.31,0.45
3736,駝背,0.26,0.19
3737,魯莽,0.21,0.57
3738,壅塞,0.2,0.55
3739,糗爆,0.12,0.72
3740,銳利,0.69,0.49
3741,憨厚,0.57,0.29
3742,整齊劃一,0.65,0.21
3743,曇花一現,0.39,0.51
3744,樸實,0.61,0.15
3745,龜裂,0.36,0.36
3746,嚇人,0.16,0.7
3747,縮水,0.29,0.49
3748,醜陋,0.12,0.61
3749,斷線,0.16,0.55
3750,無緣,0.3,0.26
3751,發癢,0.33,0.49
3752,超現實,0.41,0.65
3753,腫脹,0.36,0.51
3754,過氣,0.25,0.38
3755,清新,0.7,0.36
3756,無傷大雅,0.51,0.15
3757,貼切,0.61,0.33
3758,超強,0.88,0.88
3759,勤儉,0.72,0.24
3760,慘兮兮,0.17,0.62
3761,慚愧,0.19,0.51
3762,慵懶,0.4,0.2
3763,漏水,0.26,0.4
3764,漫長,0.34,0.25
3765,飽滿,0.65,0.29
3766,嘆為觀止,0.81,0.85
3767,嘔心瀝血,0.8,0.64
3768,圖文並茂,0.82,0.61
3769,有利於,0.84,0.51
3770,熄火,0.3,0.47
3771,聞之色變,0.25,0.7
3772,蒼老,0.24,0.29
3773,說不過去,0.25,0.51
3774,遙不可及,0.34,0.45
3775,實實在在,0.75,0.26
3776,暢銷,0.85,0.65
3777,滴水不漏,0.78,0.41
3778,稱職,0.88,0.35
3779,精采,0.94,0.76
3780,層出不窮,0.43,0.64
3781,憔悴,0.21,0.36
3782,撐不住,0.2,0.59
3783,撲朔迷離,0.38,0.25
3784,暫緩,0.41,0.22
3785,輕而易舉,0.72,0.47
3786,魂牽夢縈,0.6,0.41
3787,緊鑼密鼓,0.59,0.65
3788,與眾不同,0.72,0.61
3789,遠大,0.72,0.59
3790,瘙癢,0.38,0.59
3791,皺掉,0.33,0.43
3792,膚淺,0.21,0.38
3793,賠錢,0.17,0.6
3794,醉倒,0.14,0.62
3795,頗負盛名,0.79,0.74
3796,厲害,0.79,0.79
3797,寬敞,0.76,0.38
3798,憂喜參半,0.47,0.56
3799,數一數二,0.76,0.76
3800,遺漏,0.33,0.31
3801,險峻,0.3,0.55
3802,頭暈目眩,0.29,0.49
3803,頹廢,0.2,0.22
3804,駭人聽聞,0.16,0.72
3805,歷久不衰,0.78,0.45
3806,激挺,0.69,0.79
3807,縝密,0.69,0.35
3808,親民,0.74,0.31
3809,醒目,0.66,0.7
3810,嚇歪,0.24,0.8
3811,斷斷續續,0.34,0.35
3812,翻車,0.15,0.81
3813,藏污納垢,0.11,0.62
3814,雜七雜八,0.21,0.53
3815,無解,0.2,0.46
3816,超速,0.28,0.81
3817,過熟,0.43,0.5
3818,雞婆,0.25,0.65
3819,離奇,0.49,0.74
3820,無所遁形,0.6,0.33
3821,超群,0.81,0.66
3822,精純,0.86,0.36
3823,隨心所欲,0.69,0.29
3824,險勝,0.68,0.89
3825,壞掉,0.2,0.53
3826,爛掉,0.14,0.62
3827,礙手礙腳,0.12,0.53
3828,繪聲繪影,0.43,0.44
3829,難受,0.12,0.79
3830,優異,0.95,0.69
3831,趨之若騖,0.56,0.59
3832,鮮艷,0.78,0.41
3833,癒合,0.79,0.35
3834,簡便,0.78,0.28
3835,囉唆,0.28,0.72
3836,囉嗦,0.28,0.72
3837,囉囉唆唆,0.28,0.72
3838,囉囉嗦嗦,0.28,0.72
3839,彎腰駝背,0.28,0.2
3840,籠統,0.36,0.12
3841,髒兮兮,0.14,0.33
3842,髒汙,0.16,0.36
3843,穩紮穩打,0.84,0.2
3844,豐盈,0.72,0.35
3845,顧家,0.85,0.33
3846,鶴立雞群,0.9,0.65
3847,驚天動地,0.66,0.98
3848,變差,0.24,0.54
3849,變糟,0.15,0.57
3850,體無完膚,0.12,0.7
3851,枉費,0.25,0.66
3852,風靡,0.64,0.72
3853,兼備,0.71,0.33
3854,精簡,0.76,0.4
3855,緩解,0.69,0.25
3856,紓解,0.79,0.31
3857,盲從,0.26,0.54
3858,流失,0.28,0.47
3859,耐不住,0.33,0.78
3860,倚賴,0.4,0.39
3861,容納不下,0.22,0.38
3862,獨得,0.75,0.64
3863,擴增,0.71,0.51
3864,蟬聯,0.85,0.76
3865,跟不上,0.24,0.47
3866,鄙視,0.09,0.45
3867,歷盡滄桑,0.38,0.6
3868,激化,0.62,0.88
3869,迷上,0.51,0.75
3870,豐沛,0.78,0.35
3871,乾爽,0.68,0.16
3872,美觀,0.84,0.28
3873,變塌,0.25,0.4
3874,變濁,0.21,0.4
3875,看不慣,0.21,0.55
3876,看不過去,0.21,0.55
3877,納悶,0.36,0.4
3878,無能為力,0.12,0.3
3879,超悶,0.14,0.49
3880,過頭,0.22,0.6
3881,離譜,0.11,0.68
3882,鬆垮,0.2,0.54
3883,超越,0.69,0.71
3884,精準,0.81,0.64
3885,頗佳,0.76,0.65
3886,優越,0.84,0.64
3887,應有盡有,0.74,0.64
3888,難聽,0.21,0.61
3889,顛簸,0.33,0.59
3890,繁雜,0.34,0.53
3891,龐雜,0.33,0.5
3892,嚴苛,0.28,0.6
3893,簡約,0.64,0.35
3894,豐收,0.78,0.71
3895,穩當,0.79,0.45
3896,難能可貴,0.8,0.75
3897,瀟灑,0.76,0.62
3898,曬傷,0.28,0.68
3899,纖弱,0.36,0.35
3900,變心,0.16,0.75
3901,變態,0.09,0.88
3902,驟變,0.26,0.75
3903,驚艷,0.71,0.82
3904,驚豔,0.71,0.82
3905,不可小覷,0.71,0.65
3906,不亞於,0.64,0.46
3907,充盈,0.66,0.55
3908,包容,0.71,0.38
3909,出言不遜,0.26,0.84
3910,白費,0.22,0.56
3911,吃不消,0.26,0.59
3912,自恃,0.35,0.55
3913,冷落,0.24,0.41
3914,專精,0.82,0.51
3915,崇尚,0.75,0.62
3916,眷戀,0.69,0.54
3917,喜獲,0.79,0.84
3918,榮獲,0.81,0.82
3919,耗盡,0.34,0.59
3920,臭死,0.08,0.76
3921,記錯,0.26,0.45
3922,混雜,0.26,0.43
3923,滋生,0.26,0.35
3924,獨具慧眼,0.74,0.53
3925,愛戴,0.76,0.57
3926,聽得懂,0.68,0.41
3927,超難,0.24,0.68
3928,離題,0.24,0.54
3929,變臭,0.14,0.71
3930,變扁,0.29,0.44
3931,無法自拔,0.36,0.69
3932,奢求,0.39,0.68
3933,猜不透,0.29,0.34
3934,痛感,0.22,0.68
3935,無神,0.36,0.17
3936,漏電,0.34,0.64
3937,離異,0.24,0.51
3938,曠日廢時,0.2,0.33
3939,精進,0.75,0.65
3940,療癒,0.76,0.45
3941,繁華,0.84,0.62
3942,臨危不亂,0.81,0.38
3943,舉足輕重,0.65,0.59
3944,難懂,0.3,0.38
3945,騷包,0.33,0.53
3946,鐵齒,0.29,0.46
3947,霸道,0.25,0.79
3948,黯然失色,0.24,0.4
3949,優渥,0.86,0.5
3950,豐盛,0.84,0.51
3951,穩如泰山,0.79,0.29
3952,繽紛,0.85,0.6
3953,釋懷,0.72,0.29
3954,變老,0.41,0.28
3955,變嫩,0.66,0.36
3956,鬱悶,0.2,0.36
3957,不及,0.15,0.45
3958,比不上,0.15,0.45
3959,心疼,0.22,0.66
3960,驚為天人,0.91,0.94
3961,回味,0.68,0.45
3962,佩服,0.82,0.68
3963,保佑,0.72,0.5
3964,看重,0.69,0.69
3965,改變不了,0.33,0.33
3966,屈就,0.26,0.4
3967,抵不過,0.33,0.35
3968,拘泥,0.3,0.35
3969,放不下,0.26,0.54
3970,萌,0.76,0.57
3971,愛惜,0.62,0.47
3972,跟得上,0.66,0.47
3973,獨享,0.65,0.65
3974,震撼,0.54,0.82
3975,耗損,0.38,0.53
3976,損耗,0.38,0.53
3977,傷透,0.2,0.82
3978,嫌棄,0.17,0.64
3979,愧對,0.25,0.55
3980,損及,0.25,0.38
3981,贏過,0.79,0.65
3982,歡度,0.81,0.7
3983,乾脆,0.64,0.6
3984,變鈍,0.31,0.25
3985,不堪,0.24,0.5
3986,分不清楚,0.35,0.35
3987,遺忘,0.29,0.33
3988,昏暗,0.34,0.26
3989,美中不足,0.28,0.46
3990,一氣呵成,0.8,0.82
3991,大名鼎鼎,0.85,0.79
3992,不雅,0.28,0.43
3993,天下無敵,0.98,0.89
3994,水腫,0.25,0.4
3995,出血,0.17,0.72
3996,平分秋色,0.55,0.38
3997,合情合理,0.57,0.35
3998,生鏽,0.3,0.22
3999,失竊,0.08,0.68
4000,三生有幸,0.68,0.72
4001,中風,0.05,0.75
4002,心急,0.25,0.88
4003,出線,0.6,0.57
4004,死心眼,0.22,0.28
4005,沒效,0.4,0.43
4006,無效果,0.4,0.43
4007,沒效果,0.4,0.43
4008,秀麗,0.78,0.43
4009,行得通,0.72,0.62
4010,歪七扭八,0.34,0.25
4011,陣亡,0.08,0.1
4012,飢渴,0.21,0.3
4013,乾巴巴,0.2,0.12
4014,乾枯,0.22,0.12
4015,高超,0.82,0.82
4016,乾淨,0.79,0.66
4017,乾乾淨淨,0.79,0.66
4018,閃亮,0.82,0.8
4019,閃閃亮亮,0.82,0.8
4020,閃閃發光,0.82,0.8
4021,閃閃發亮,0.82,0.8
4022,閃耀,0.82,0.8
4023,退稅,0.61,0.65
4024,一應俱全,0.81,0.28
4025,不謀而合,0.72,0.43
4026,好命,0.8,0.29
4027,大驚失色,0.21,0.88
4028,不知所云,0.15,0.33
4029,手忙腳亂,0.14,0.82
4030,好看,0.78,0.34
4031,有著落,0.7,0.25
4032,百發百中,0.82,0.76
4033,多此一舉,0.28,0.26
4034,出糗,0.16,0.6
4035,吃不開,0.25,0.33
4036,旺盛,0.76,0.17
4037,明快,0.75,0.17
4038,易如反掌,0.88,0.22
4039,走投無路,0.02,0.71
4040,刺鼻,0.16,0.69
4041,受創,0.16,0.74
4042,表裡如一,0.7,0.17
4043,迎刃而解,0.82,0.28
4044,浮腫,0.21,0.19
4045,衰落,0.16,0.26
4046,討人厭,0.05,0.81
4047,起疑,0.36,0.28
4048,迷茫,0.3,0.21
4049,相見恨晚,0.66,0.69
4050,風平浪靜,0.62,0.05
4051,柔中帶勁,0.66,0.14
4052,海派,0.78,0.47
4053,純熟,0.71,0.15
4054,一清二楚,0.76,0.26
4055,大勝,1.0,0.99
4056,叫座,0.94,0.82
4057,口說無憑,0.25,0.43
4058,大費周章,0.35,0.5
4059,天公不作美,0.17,0.26
4060,平淡,0.47,0.14
4061,平淡無奇,0.47,0.14
4062,名不虛傳,0.81,0.56
4063,支離破碎,0.08,0.72
4064,出錯,0.19,0.53
4065,失禮,0.17,0.53
4066,受益,0.78,0.38
4067,始終如一,0.71,0.35
4068,尚可,0.62,0.51
4069,普普,0.51,0.28
4070,普通,0.51,0.28
4071,普普通通,0.51,0.28
4072,馬馬虎虎,0.51,0.28
4073,所費不貲,0.24,0.39
4074,披頭散髮,0.33,0.4
4075,抽筋,0.38,0.65
4076,知名,0.74,0.39
4077,空閒,0.53,0.05
4078,浮誇,0.38,0.7
4079,氣爆,0.16,0.95
4080,狼狽,0.14,0.59
4081,狼狽不堪,0.14,0.59
4082,病態,0.2,0.46
4083,破舊,0.3,0.35
4084,特強,0.9,0.8
4085,神奇,0.65,0.7
4086,純正,0.7,0.3
4087,風雅,0.8,0.29
4088,挺住,0.66,0.47
4089,一勞永逸,0.78,0.45
4090,大開眼界,0.85,0.81
4091,多汁,0.65,0.59
4092,大錯特錯,0.16,0.75
4093,不夠看,0.43,0.46
4094,心驚膽跳,0.21,0.91
4095,心驚膽戰,0.21,0.91
4096,心驚膽顫,0.21,0.91
4097,名列前茅,0.8,0.72
4098,好心,0.82,0.26
4099,如願以償,0.79,0.6
4100,多慮,0.45,0.56
4101,有恃無恐,0.43,0.41
4102,水火不容,0.2,0.86
4103,忠心耿耿,0.84,0.41
4104,怡然自得,0.78,0.22
4105,性感,0.64,0.44
4106,委靡,0.16,0.43
4107,孤零零,0.19,0.35
4108,居心叵測,0.17,0.57
4109,爭氣,0.79,0.62
4110,直挺挺,0.68,0.43
4111,凍僵,0.4,0.51
4112,弱不禁風,0.25,0.2
4113,捉摸不定,0.28,0.36
4114,氣炸,0.08,0.98
4115,風流,0.19,0.39
4116,相見歡,0.84,0.8
4117,挺拔,0.78,0.38
4118,特殊,0.69,0.3
4119,神清氣爽,0.84,0.61
4120,笑容可掬,0.93,0.72
4121,一掃而空,0.72,0.8
4122,大好,0.94,0.84
4123,內斂,0.66,0.28
4124,口乾舌燥,0.24,0.4
4125,大起大落,0.3,0.85
4126,不慎,0.26,0.57
4127,千變萬化,0.61,0.68
4128,天真爛漫,0.7,0.5
4129,中規中矩,0.53,0.33
4130,血流如注,0.1,0.91
4131,秀逗,0.17,0.43
4132,手拙,0.24,0.25
4133,有意思,0.7,0.54
4134,事事如意,0.86,0.54
4135,受用,0.82,0.55
4136,拖泥帶水,0.21,0.4
4137,於事無補,0.09,0.3
4138,事倍功半,0.3,0.51
4139,服貼,0.74,0.47
4140,服服貼貼,0.74,0.47
4141,果決,0.88,0.79
4142,風騷,0.36,0.86
4143,苦澀,0.26,0.33
4144,凍傷,0.14,0.51
4145,剝落,0.15,0.54
4146,差強人意,0.31,0.3
4147,茂密,0.62,0.46
4148,負責任,0.84,0.56
4149,重生,0.96,0.84
4150,香噴噴,0.78,0.76
4151,剛直,0.74,0.55
4152,天花亂墜,0.28,0.56
4153,吃重,0.44,0.34
4154,自戀,0.41,0.45
4155,走火入魔,0.2,0.8
4156,受損,0.2,0.38
4157,平順,0.68,0.14
4158,有解,0.71,0.45
4159,老少咸宜,0.72,0.25
4160,返璞歸真,0.79,0.12
4161,長壽,0.8,0.24
4162,一無是處,0.11,0.75
4163,不像話,0.17,0.6
4164,南轅北轍,0.31,0.54
4165,天差地遠,0.31,0.54
4166,叛逆,0.28,0.61
4167,幽暗,0.29,0.28
4168,恍然大悟,0.76,0.74
4169,恬淡,0.78,0.1
4170,持之以恆,0.79,0.11
4171,指日可待,0.71,0.3
4172,春暖花開,0.76,0.25
4173,後悔莫及,0.17,0.79
4174,枯燥,0.26,0.22
4175,看錯,0.36,0.25
4176,突兀,0.39,0.46
4177,紅腫,0.44,0.29
4178,洋洋得意,0.68,0.74
4179,活靈活現,0.76,0.75
4180,皆大歡喜,0.95,0.89
4181,皇天不負苦心人,0.94,0.9
4182,相安無事,0.69,0.16
4183,一枝獨秀,0.84,0.72
4184,一觸即發,0.21,0.85
4185,大吉,0.99,0.78
4186,小題大做,0.19,0.72
4187,毛燥,0.21,0.85
4188,毛躁,0.21,0.85
4189,凹陷,0.4,0.45
4190,平易近人,0.51,0.34
4191,生龍活虎,0.8,0.88
4192,成癮,0.12,0.69
4193,有出入,0.39,0.54
4194,不勝枚舉,0.66,0.62
4195,平實,0.53,0.31
4196,下垂,0.3,0.51
4197,大剌剌,0.41,0.5
4198,天衣無縫,0.85,0.75
4199,牛刀小試,0.76,0.66
4200,吃力,0.26,0.65
4201,失準,0.24,0.72
4202,行雲流水,0.8,0.55
4203,沈穩,0.66,0.45
4204,沉穩,0.66,0.45
4205,乾澀,0.36,0.43
4206,乾乾澀澀,0.36,0.43
4207,停電,0.35,0.8
4208,偷懶,0.21,0.44
4209,高不可攀,0.24,0.69
4210,堆積如山,0.29,0.57
4211,風情萬種,0.81,0.76
4212,特立獨行,0.65,0.6
4213,純樸,0.54,0.43
4214,起勁,0.75,0.84
4215,堂堂正正,0.78,0.49
4216,上榜 ,0.82,0.84
4217,大手筆 ,0.64,0.76
4218,賣座 ,0.86,0.79
4219,好握 ,0.72,0.44
4220,失真 ,0.31,0.28
4221,不失真 ,0.68,0.33
4222,中看 ,0.72,0.4
4223,不起眼 ,0.31,0.21
4224,略勝一籌 ,0.66,0.59
4225,略遜 ,0.35,0.44
4226,負擔得起 ,0.59,0.35
4227,買不起 ,0.36,0.46
4228,充斥 ,0.45,0.33
4229,老氣 ,0.38,0.38
4230,不錯 ,0.66,0.43
4231,中用 ,0.7,0.44
4232,有口皆碑 ,0.84,0.75
4233,中意 ,0.81,0.68
4234,為人詬病 ,0.3,0.46
4235,破損 ,0.29,0.28
4236,缺損 ,0.29,0.28
4237,退色 ,0.31,0.25
4238,褪色 ,0.31,0.25
4239,好用 ,0.72,0.56
4240,拔得頭籌 ,0.85,0.79
4241,物美價廉 ,0.84,0.62
4242,物超所值 ,0.93,0.78
4243,超值 ,0.9,0.76
4244,划算 ,0.79,0.71
4245,特惠 ,0.81,0.74
4246,買一送一 ,0.72,0.64
4247,貴 ,0.26,0.54
4248,笨重 ,0.21,0.39
4249,大吃一驚 ,0.47,0.86
4250,封后 ,0.8,0.85
4251,流線 ,0.61,0.29
4252,炫爆 ,0.78,0.82
4253,相符 ,0.57,0.3
4254,合身 ,0.61,0.33
4255,當機 ,0.31,0.38
4256,過重 ,0.25,0.35
4257,首屈一指 ,0.95,0.74
4258,值回票價 ,0.9,0.74
4259,不閃頻 ,0.68,0.4
4260,爽口 ,0.74,0.5
4261,走味 ,0.26,0.39
4262,貪小便宜 ,0.25,0.33
4263,耐操 ,0.61,0.41
4264,美呆 ,0.84,0.81
4265,接地氣 ,0.64,0.45
4266,淋漓盡致 ,0.82,0.64
4267,貨真價實 ,0.85,0.57
4268,廉價 ,0.38,0.29
4269,頂尖 ,0.95,0.69
4270,勝出 ,0.8,0.64
4271,超酷 ,0.8,0.75
4272,搶手 ,0.89,0.72
4273,新潮 ,0.69,0.53
4274,耗電 ,0.31,0.35
4275,費電 ,0.31,0.35
4276,耗時 ,0.31,0.35
4277,費時 ,0.31,0.35
4278,過短 ,0.26,0.38
4279,實惠 ,0.75,0.46
4280,精打細算 ,0.76,0.39
4281,前所未有 ,0.68,0.71
4282,前所未見 ,0.68,0.71
4283,輕薄短小 ,0.71,0.38
4284,寬裕 ,0.79,0.39
4285,一目了然,0.74,0.22
4286,一目瞭然,0.74,0.22
4287,七零八落,0.22,0.33
4288,十全十美,0.93,0.74
4289,上鏡頭,0.71,0.55
4290,大功告成,0.88,0.75
4291,大失所望,0.12,0.78
4292,小心翼翼,0.59,0.61
4293,小康,0.59,0.38
4294,不合,0.25,0.71
4295,不妙,0.28,0.72
4296,中上,0.72,0.5
4297,中獎,0.94,0.99
4298,井井有條,0.75,0.4
4299,六神無主,0.3,0.17
4300,凶狠,0.15,0.9
4301,凶惡,0.17,0.88
4302,分岔,0.43,0.36
4303,弔詭,0.29,0.38
4304,心不甘情不願,0.24,0.61
4305,手癢,0.4,0.7
4306,扎實,0.85,0.29
4307,火大,0.15,0.96
4308,火紅,0.8,0.81
4309,令人髮指,0.11,0.9
4310,凹凸不平,0.39,0.55
4311,出頭,0.62,0.66
4312,功不可沒,0.86,0.45
4313,包羅萬象,0.8,0.4
4314,半途而廢,0.29,0.29
4315,叫好,0.8,0.82
4316,可圈可點,0.86,0.62
4317,四平八穩,0.62,0.22
4318,外強中乾,0.28,0.44
4319,失火,0.15,0.94
4320,失靈,0.29,0.79
4321,平凡,0.47,0.15
4322,平凡無奇,0.47,0.15
4323,正點,0.75,0.72
4324,甘醇,0.71,0.4
4325,生硬,0.38,0.33
4326,用心,0.8,0.44
4327,白搭,0.31,0.35
4328,丟失,0.25,0.57
4329,兇狠,0.15,0.9
4330,兇惡,0.17,0.88
4331,先聲奪人,0.45,0.57
4332,光明正大,0.75,0.5
4333,全力以赴,0.84,0.74
4334,划不來,0.36,0.24
4335,吃香,0.71,0.53
4336,各有千秋,0.68,0.44
4337,合用,0.59,0.38
4338,名副其實,0.72,0.5
4339,名符其實,0.72,0.5
4340,回天乏術,0.08,0.7
4341,多不勝數,0.65,0.5
4342,好聽,0.79,0.72
4343,如火如荼,0.61,0.79
4344,尖嘴猴腮,0.17,0.31
4345,屹立不搖,0.84,0.31
4346,年久失修,0.3,0.24
4347,忙碌,0.54,0.78
4348,成名,0.8,0.74
4349,收斂,0.49,0.25
4350,有一手,0.65,0.47
4351,死板,0.31,0.33
4352,死板板,0.31,0.33
4353,汗流浹背,0.46,0.69
4354,汙濁,0.28,0.33
4355,灰濛濛,0.34,0.26
4356,百思不得其解,0.26,0.5
4357,老舊,0.35,0.28
4358,耳目一新,0.71,0.66
4359,自給自足,0.8,0.41
4360,血淋淋,0.17,0.82
4361,行不通,0.29,0.39
4362,吵雜,0.31,0.82
4363,呆滯,0.3,0.1
4364,告一段落,0.6,0.36
4365,困惱,0.22,0.65
4366,坑坑洞洞,0.34,0.56
4367,完封,0.9,0.81
4368,技壓群雄,0.93,0.89
4369,抓狂,0.12,0.96
4370,更勝一籌,0.79,0.68
4371,沈悶,0.29,0.15
4372,沉悶,0.29,0.15
4373,沒骨氣,0.24,0.33
4374,沙啞,0.44,0.33
4375,灼熱,0.34,0.82
4376,狂爆,0.33,0.91
4377,秀氣,0.72,0.34
4378,良莠不齊,0.34,0.54
4379,見效,0.69,0.6
4380,走火,0.2,0.81
4381,身歷其境,0.64,0.64
4382,邪不勝正,0.84,0.57
4383,並駕齊驅,0.86,0.68
4384,乖乖,0.66,0.26
4385,事半功倍,0.79,0.6
4386,來勢洶洶,0.56,0.8
4387,兩全其美,0.81,0.44
4388,其貌不揚,0.25,0.34
4389,刺耳,0.2,0.74
4390,受潮,0.33,0.29
4391,周延,0.78,0.43
4392,和樂,0.72,0.49
4393,奄奄一息,0.2,0.26
4394,奇貨可居,0.78,0.6
4395,始料未及,0.33,0.62
4396,紮實,0.85,0.29
4397,冷靜下來,0.53,0.43
4398,快快活活,0.68,0.53
4399,沈迷,0.25,0.53
4400,沈默不語,0.46,0.15
4401,沉寂,0.35,0.16
4402,生銹,0.3,0.22
4403,心生畏懼,0.29,0.54
4404,平平靜靜,0.68,0.17
4405,平平淡淡,0.47,0.14
4406,叱責,0.2,0.66
4407,可怖,0.3,0.72
4408,沒法,0.4,0.43
4409,沒法子,0.4,0.43
4410,沒法兒,0.4,0.43
4411,刺耳聲,0.2,0.74
4412,柔柔順順,0.6,0.28
4413,冒充者,0.26,0.43
4414,背叛者,0.12,0.88
4415,自卑感,0.2,0.35
4416,妨礙者,0.28,0.6
4417,走好運,0.75,0.6
4418,逃掉,0.28,0.55
4419,率直地,0.62,0.33
4420,羞怯怯,0.33,0.43
4421,陰沈,0.28,0.3
4422,陰沈沈,0.28,0.3
4423,悶悶,0.35,0.38
4424,悶著,0.35,0.38
4425,欺侮,0.29,0.69
4426,詐欺,0.2,0.75
4427,欺詐,0.2,0.75
4428,減縮,0.38,0.4
4429,無能力,0.25,0.62
4430,沒能力,0.25,0.62
4431,無理性,0.2,0.72
4432,沒理性,0.2,0.72
4433,無趣味,0.3,0.53
4434,沒趣味,0.3,0.53
4435,沒趣,0.3,0.53
4436,筋疲力盡,0.25,0.53
4437,筋疲力竭,0.25,0.55
4438,結結巴巴,0.38,0.45
4439,費解,0.33,0.41
4440,不雅觀,0.28,0.43
4441,歎息,0.3,0.35
4442,歎氣,0.28,0.38
4443,熱切於,0.65,0.68
4444,熱誠地,0.7,0.53
4445,惹人厭,0.05,0.81
4446,慌慌張張,0.2,0.8
4447,煩燥,0.28,0.82
4448,違悖,0.25,0.47
4449,嘈雜,0.31,0.82
4450,嘈雜聲,0.31,0.82
4451,吵雜聲,0.31,0.82
4452,嘮嘮叨叨,0.35,0.6
4453,憐憫心,0.6,0.5
4454,熱心腸,0.68,0.53
4455,噪聲,0.33,0.5
4456,謙遜地,0.68,0.31
4457,還可以,0.62,0.51
4458,可信賴,0.78,0.55
4459,可信任,0.85,0.6
4460,打退,0.56,0.74
4461,斥罵,0.2,0.66
4462,叱罵,0.2,0.66
4463,安靜下來,0.57,0.17
4464,死氣沉沉,0.25,0.6
4465,死氣沈沈,0.25,0.6
4466,埋怨,0.22,0.7
4467,討人嫌,0.05,0.81
4468,顧人怨,0.05,0.81
4469,惹人嫌,0.05,0.81
4470,假扮,0.35,0.43
4471,做假,0.3,0.54
4472,做秀,0.35,0.4
4473,得罪人,0.28,0.57
4474,淒慘,0.09,0.64
4475,謊話,0.22,0.4
4476,蠢蛋,0.25,0.57
4477,蠢人,0.3,0.55
4478,失業者,0.25,0.38
4479,窘況,0.33,0.43
4480,潛心於,0.55,0.22
4481,低沈,0.45,0.3
4482,昏沈,0.28,0.3
4483,昏昏沈沈,0.28,0.3
4484,昏昏沉沉,0.28,0.3
4485,嚴重的,0.28,0.75
4486,了解,0.57,0.33
4487,嚇到,0.33,0.72
4488,介意,0.39,0.44
4489,自危,0.25,0.5
4490,密告,0.29,0.34
4491,無病呻吟,0.36,0.49
4492,耍脾氣,0.35,0.71
4493,氣呼呼,0.22,0.84
4494,污物,0.12,0.33
4495,偽君子,0.16,0.41
4496,亂丟,0.3,0.4
4497,狗嘴裡吐不出象牙,0.24,0.53
4498,狗嘴吐不出象牙,0.24,0.53
4499,混日子,0.34,0.25
4500,不置可否,0.41,0.26
4501,出氣,0.31,0.7
4502,有心人,0.36,0.17
4503,凌遲,0.19,0.75
4504,內訌,0.26,0.65
4505,扭歪,0.34,0.38
4506,望塵莫及,0.38,0.54
4507,搞亂,0.29,0.5
4508,畜生,0.09,0.91
4509,袖手旁觀,0.31,0.31
4510,猛吃,0.44,0.65
4511,悻悻然,0.36,0.44
4512,無可奈何,0.36,0.34
4513,自掃門前雪,0.28,0.43
4514,圍城,0.29,0.45
4515,離鄉背井,0.35,0.51
4516,有口無心,0.39,0.31
4517,錯覺,0.45,0.17
4518,呆板,0.38,0.26
4519,發昏,0.34,0.33
4520,故態復萌,0.3,0.41
4521,尋仇,0.24,0.82
4522,不屈服,0.6,0.81
4523,欺負弱小,0.26,0.62
4524,從中作梗,0.33,0.39
4525,脫軌,0.25,0.61
4526,困窮,0.16,0.51
4527,枯槁,0.22,0.36
4528,急忙,0.36,0.86
4529,急急忙忙,0.36,0.86
4530,無邊無際,0.44,0.45
4531,打高空,0.44,0.3
4532,陷住,0.35,0.57
4533,豬哥,0.28,0.49
4534,跛足,0.29,0.4
4535,慘烈,0.31,0.8
4536,窮途末路,0.19,0.75
4537,顛倒是非,0.24,0.61
4538,暈眩,0.36,0.38
4539,臭臉,0.29,0.6
4540,賣國,0.21,0.57
4541,善辯,0.49,0.45
4542,誤入歧途,0.24,0.55
4543,不配,0.22,0.54
4544,缺口,0.35,0.33
4545,火冒三丈,0.19,0.88
4546,吵死,0.16,0.9
4547,整頓,0.41,0.41
4548,犯賤,0.15,0.55
4549,凹下,0.39,0.33
4550,阻攔,0.34,0.44
4551,醉漢,0.28,0.62
4552,跛子,0.31,0.22
4553,不合群,0.2,0.44
4554,楞住,0.49,0.19
4555,不平衡,0.4,0.33
4556,醜惡,0.11,0.49
4557,憤世嫉俗,0.14,0.84
4558,惴惴不安,0.26,0.76
4559,變酸,0.34,0.36
4560,盡力而為,0.78,0.44
4561,蠻幹,0.35,0.64
4562,不羈,0.46,0.43
4563,危險期,0.22,0.53
4564,不孝,0.14,0.6
4565,省力,0.68,0.1
4566,不可信,0.29,0.35
4567,閃人,0.45,0.25
4568,包山包海,0.71,0.29
4569,互撞,0.33,0.7
4570,餓昏,0.33,0.4
4571,愁容滿面,0.24,0.4
4572,掉隊,0.33,0.28
4573,卑下,0.25,0.29
4574,迂迴,0.38,0.16
4575,不可名狀,0.62,0.57
4576,功敗垂成,0.16,0.54
4577,破銅爛鐵,0.12,0.45
4578,心煩,0.29,0.72
4579,滲漏,0.3,0.38
4580,心急如焚,0.3,0.93
4581,弄混,0.34,0.36
4582,弄糟,0.26,0.4
4583,弄碎,0.31,0.44
4584,不如人意,0.24,0.38
4585,要死,0.19,0.75
4586,挑撥是非,0.22,0.6
4587,天打雷霹,0.14,0.89
4588,淒然,0.19,0.44
4589,欺瞞,0.2,0.33
4590,匪類,0.16,0.47
4591,打罵,0.25,0.61
4592,愚弄,0.24,0.46
